Date,Open,High,Low,Close,Adj Close,Volume
2019-01-04,640.000000,670.000000,630.000000,645.000000,624.535339,43829500
2019-01-07,650.000000,680.000000,650.000000,660.000000,639.059448,29735200
2019-01-08,660.000000,680.000000,650.000000,670.000000,648.742188,36064100
2019-01-09,670.000000,680.000000,655.000000,660.000000,639.059448,21419600
2019-01-10,660.000000,670.000000,655.000000,655.000000,634.218079,23341200
2019-01-11,660.000000,680.000000,655.000000,675.000000,653.583557,33250600
2019-01-14,670.000000,680.000000,665.000000,670.000000,648.742188,21565700
2019-01-15,670.000000,680.000000,665.000000,680.000000,658.424866,31454200
2019-01-16,675.000000,680.000000,660.000000,670.000000,648.742188,50702100
2019-01-17,670.000000,670.000000,655.000000,670.000000,648.742188,33309800
2019-01-18,665.000000,670.000000,650.000000,660.000000,639.059448,24566300
2019-01-21,670.000000,680.000000,660.000000,670.000000,648.742188,48340400
2019-01-22,670.000000,680.000000,660.000000,680.000000,658.424866,50516700
2019-01-23,680.000000,695.000000,670.000000,690.000000,668.107544,71780200
2019-01-24,695.000000,715.000000,690.000000,705.000000,682.631653,65607800
2019-01-25,705.000000,725.000000,690.000000,720.000000,697.155762,54258600
2019-01-28,720.000000,725.000000,690.000000,700.000000,677.790283,40049300
2019-01-29,700.000000,700.000000,680.000000,690.000000,668.107544,19369300
2019-01-30,690.000000,695.000000,650.000000,660.000000,639.059448,39369400
2019-01-31,650.000000,670.000000,650.000000,650.000000,629.376709,94847700
2019-02-01,650.000000,670.000000,650.000000,665.000000,643.900818,62470600
2019-02-04,670.000000,675.000000,660.000000,675.000000,653.583557,43148400
2019-02-05,675.000000,675.000000,675.000000,675.000000,653.583557,0
2019-02-06,680.000000,695.000000,680.000000,690.000000,668.107544,67629500
2019-02-07,690.000000,695.000000,675.000000,690.000000,668.107544,23192800
2019-02-08,690.000000,690.000000,665.000000,670.000000,648.742188,34037000
2019-02-11,665.000000,675.000000,655.000000,660.000000,639.059448,27391300
2019-02-12,655.000000,660.000000,630.000000,635.000000,614.852722,53786400
2019-02-13,645.000000,660.000000,635.000000,650.000000,629.376709,27700000
2019-02-14,655.000000,655.000000,640.000000,650.000000,629.376709,13398700
2019-02-15,650.000000,650.000000,635.000000,645.000000,624.535339,17449300
2019-02-18,655.000000,660.000000,650.000000,660.000000,639.059448,31535900
2019-02-19,660.000000,665.000000,640.000000,640.000000,619.693970,16708300
2019-02-20,650.000000,660.000000,640.000000,650.000000,629.376709,30807000
2019-02-21,655.000000,655.000000,640.000000,645.000000,624.535339,40953700
2019-02-22,640.000000,640.000000,625.000000,625.000000,605.169983,28665600
2019-02-25,630.000000,635.000000,615.000000,625.000000,605.169983,14232200
2019-02-26,630.000000,655.000000,625.000000,640.000000,619.693970,54412000
2019-02-27,640.000000,650.000000,635.000000,640.000000,619.693970,45466400
2019-02-28,640.000000,640.000000,620.000000,620.000000,600.328613,29703300
2019-03-01,620.000000,645.000000,620.000000,640.000000,619.693970,33290900
2019-03-04,645.000000,650.000000,630.000000,640.000000,619.693970,28584500
2019-03-05,640.000000,640.000000,630.000000,640.000000,619.693970,9335200
2019-03-06,630.000000,640.000000,625.000000,630.000000,610.011353,14504600
2019-03-07,630.000000,630.000000,630.000000,630.000000,610.011353,0
2019-03-08,640.000000,640.000000,630.000000,630.000000,610.011353,14802900
2019-03-11,640.000000,640.000000,615.000000,620.000000,600.328613,13395100
2019-03-12,630.000000,635.000000,620.000000,630.000000,610.011353,15224800
2019-03-13,635.000000,635.000000,625.000000,630.000000,610.011353,18597700
2019-03-14,630.000000,645.000000,630.000000,645.000000,624.535339,17637900
2019-03-15,645.000000,675.000000,640.000000,675.000000,653.583557,54744200
2019-03-18,675.000000,680.000000,665.000000,675.000000,653.583557,34477400
2019-03-19,675.000000,685.000000,665.000000,680.000000,658.424866,14506400
2019-03-20,680.000000,685.000000,670.000000,680.000000,658.424866,10543200
2019-03-21,690.000000,710.000000,680.000000,705.000000,682.631653,51442500
2019-03-22,705.000000,705.000000,680.000000,695.000000,672.948914,15443800
2019-03-25,675.000000,685.000000,660.000000,670.000000,648.742188,14499400
2019-03-26,685.000000,725.000000,680.000000,710.000000,687.473022,84042500
2019-03-27,710.000000,710.000000,685.000000,690.000000,668.107544,37047400
2019-03-28,690.000000,700.000000,675.000000,700.000000,677.790283,18279100
2019-03-29,700.000000,705.000000,675.000000,690.000000,668.107544,17911800
2019-04-01,695.000000,760.000000,690.000000,730.000000,706.838501,69227500
2019-04-02,740.000000,755.000000,735.000000,750.000000,726.203918,39614200
2019-04-03,750.000000,750.000000,750.000000,750.000000,726.203918,0
2019-04-04,750.000000,750.000000,735.000000,750.000000,726.203918,22515200
2019-04-05,750.000000,750.000000,725.000000,730.000000,706.838501,20860500
2019-04-08,730.000000,735.000000,720.000000,730.000000,706.838501,19833800
2019-04-09,740.000000,750.000000,735.000000,745.000000,721.362549,23463800
2019-04-10,745.000000,750.000000,730.000000,735.000000,711.679871,9284500
2019-04-11,735.000000,740.000000,685.000000,695.000000,672.948914,26224500
2019-04-12,700.000000,730.000000,700.000000,720.000000,697.155762,38413800
2019-04-15,730.000000,740.000000,720.000000,720.000000,697.155762,23032700
2019-04-16,720.000000,730.000000,710.000000,720.000000,697.155762,17596900
2019-04-17,720.000000,720.000000,720.000000,720.000000,697.155762,0
2019-04-18,730.000000,750.000000,730.000000,740.000000,716.521179,62403900
2019-04-19,740.000000,740.000000,740.000000,740.000000,716.521179,0
2019-04-22,745.000000,745.000000,710.000000,715.000000,692.314392,28872500
2019-04-23,715.000000,745.000000,710.000000,720.000000,697.155762,27988200
2019-04-24,720.000000,745.000000,720.000000,745.000000,721.362549,35761800
2019-04-25,745.000000,750.000000,715.000000,730.000000,706.838501,29860900
2019-04-26,730.000000,735.000000,700.000000,710.000000,687.473022,35311300
2019-04-29,720.000000,720.000000,690.000000,700.000000,677.790283,50852600
2019-04-30,705.000000,720.000000,700.000000,715.000000,692.314392,35523200
2019-05-01,715.000000,715.000000,715.000000,715.000000,692.314392,0
2019-05-02,720.000000,735.000000,690.000000,705.000000,682.631653,45073300
2019-05-03,710.000000,710.000000,685.000000,695.000000,672.948914,28579900
2019-05-06,675.000000,680.000000,655.000000,665.000000,643.900818,25812100
2019-05-07,670.000000,680.000000,665.000000,670.000000,648.742188,31736000
2019-05-08,665.000000,685.000000,660.000000,680.000000,658.424866,24359300
2019-05-09,675.000000,680.000000,650.000000,650.000000,629.376709,42102300
2019-05-10,650.000000,695.000000,640.000000,680.000000,658.424866,53989200
2019-05-13,685.000000,685.000000,660.000000,670.000000,648.742188,44148900
2019-05-14,655.000000,670.000000,650.000000,670.000000,648.742188,37806700
2019-05-15,670.000000,675.000000,650.000000,655.000000,634.218079,20662400
2019-05-16,650.000000,650.000000,630.000000,635.000000,614.852722,26816200
2019-05-17,640.000000,640.000000,625.000000,630.000000,610.011353,21600900
2019-05-20,640.000000,645.000000,620.000000,630.000000,610.011353,18160900
2019-05-21,635.000000,655.000000,630.000000,645.000000,624.535339,39908100
2019-05-22,640.000000,650.000000,630.000000,640.000000,619.693970,12190100
2019-05-23,645.000000,660.000000,640.000000,645.000000,624.535339,29861400
2019-05-24,650.000000,655.000000,640.000000,645.000000,624.535339,34349500
2019-05-27,650.000000,680.000000,645.000000,670.000000,648.742188,73070500
2019-05-28,675.000000,690.000000,670.000000,680.000000,658.424866,92471600
2019-05-29,680.000000,710.000000,680.000000,700.000000,677.790283,34281800
2019-05-30,700.000000,700.000000,700.000000,700.000000,677.790283,0
2019-05-31,710.000000,725.000000,700.000000,705.000000,682.631653,40807200
2019-06-03,705.000000,705.000000,705.000000,705.000000,682.631653,0
2019-06-04,705.000000,705.000000,705.000000,705.000000,682.631653,0
2019-06-05,705.000000,705.000000,705.000000,705.000000,682.631653,0
2019-06-06,705.000000,705.000000,705.000000,705.000000,682.631653,0
2019-06-07,705.000000,705.000000,705.000000,705.000000,682.631653,0
2019-06-10,715.000000,790.000000,715.000000,740.000000,716.521179,138930900
2019-06-11,745.000000,760.000000,725.000000,750.000000,726.203918,39228600
2019-06-12,750.000000,770.000000,735.000000,750.000000,726.203918,52061300
2019-06-13,740.000000,745.000000,725.000000,730.000000,706.838501,38359500
2019-06-14,730.000000,740.000000,700.000000,710.000000,687.473022,42331700
2019-06-17,710.000000,730.000000,700.000000,710.000000,687.473022,31929600
2019-06-18,710.000000,760.000000,705.000000,755.000000,731.045288,35663800
2019-06-19,null,null,null,null,null,null
2019-06-20,795.000000,815.000000,770.000000,775.000000,750.410706,46016300
2019-06-21,785.000000,795.000000,730.000000,770.000000,745.569336,58815700
2019-06-24,755.000000,770.000000,735.000000,740.000000,716.521179,59885700
2019-06-25,745.000000,765.000000,730.000000,745.000000,721.362549,44548600
2019-06-26,745.000000,750.000000,720.000000,730.000000,706.838501,43558100
2019-06-27,740.000000,750.000000,725.000000,750.000000,726.203918,56465300
2019-06-28,750.000000,760.000000,730.000000,730.000000,706.838501,40122800
2019-07-01,740.000000,750.000000,735.000000,745.000000,721.362549,36347800
2019-07-02,750.000000,750.000000,725.000000,745.000000,721.362549,23793200
2019-07-03,735.000000,735.000000,710.000000,715.000000,692.314392,65176900
2019-07-04,720.000000,745.000000,715.000000,740.000000,723.605408,36795500
2019-07-05,750.000000,750.000000,725.000000,735.000000,718.716248,15347000
2019-07-08,730.000000,740.000000,720.000000,740.000000,723.605408,17840100
2019-07-09,740.000000,745.000000,730.000000,735.000000,718.716248,14507300
2019-07-10,735.000000,740.000000,730.000000,735.000000,718.716248,18609700
2019-07-11,745.000000,745.000000,730.000000,740.000000,723.605408,22820800
2019-07-12,735.000000,740.000000,720.000000,720.000000,704.048523,24676000
2019-07-15,725.000000,735.000000,720.000000,725.000000,708.937744,43343700
2019-07-16,725.000000,730.000000,720.000000,725.000000,708.937744,39709600
